iter,alpha_M1f,beta_M1f,LL_M1f,LL_M3_sim,LR_sim,best_init_idx,n_total_sim,ll_init_0,ll_init_1,ll_init_2,ll_init_3,ll_init_4,ll_init_anchor
519,0.0001002420241,0.01078787277,-730458.779234,-730458.795975,0.033482,0,123265,-730458.779234,-730459.139384,-730459.566735,-730459.024080,-730459.655365,-730458.795975
520,0,0.01,-726452.380169,-726452.380170,0.000000,-1,122444,-726452.422666,-726454.048287,-726454.643210,-726453.913341,-726454.782503,-726452.380169
521,0,0.01,-730731.066545,-730731.066545,0.000000,-1,123332,-730731.071261,-730733.158091,-730733.882864,-730732.939704,-730734.054373,-730731.066545
522,0.003849231236,0.1290037405,-731068.042853,-731075.777433,15.469159,3,123431,-731068.076305,-731068.346058,-731069.213341,-731068.042853,-731069.360600,-731075.777432
523,0.0007969654554,0.2700371233,-730421.385450,-730424.409891,6.048880,0,123234,-730421.385450,-730422.259275,-730422.862285,-730422.013728,-730422.959792,-730424.409890
524,0.0001003988173,0.01079064183,-726758.034413,-726758.060540,0.052255,0,122490,-726758.034413,-726759.068812,-726759.526703,-726758.959646,-726759.632522,-726758.060540
525,0.0001002601236,0.01037140359,-727671.768249,-727671.801196,0.065893,0,122675,-727671.768249,-727673.840225,-727674.444180,-727673.663232,-727674.581906,-727671.801196
526,0.0001130308003,0.01994662927,-727140.599924,-727140.680333,0.160818,0,122598,-727140.599924,-727141.126169,-727141.487077,-727141.042164,-727141.572422,-727140.680333
527,9.999045195e-05,0.01076838711,-727505.028200,-727505.029541,0.002681,0,122576,-727505.028200,-727506.918807,-727507.532318,-727506.758573,-727507.675347,-727505.029541
528,0,0.01,-728855.812548,-728855.812548,0.000000,-1,122920,-728855.872866,-728858.178022,-728859.093659,-728857.946931,-728859.314075,-728855.812548
529,0.0001001331018,0.01038385738,-730276.313483,-730276.331583,0.036198,0,123228,-730276.313483,-730278.598288,-730279.264887,-730278.422903,-730279.413684,-730276.331582
530,0.0001000570916,0.01036369688,-725937.293601,-725937.301979,0.016756,0,122343,-725937.293601,-725939.613081,-725940.353603,-725939.407954,-725940.509681,-725937.301979
531,0,0.01,-729060.435777,-729060.435777,0.000000,-1,122940,-729060.474173,-729062.600503,-729063.340562,-729062.400033,-729063.521097,-729060.435777
532,0,0.01,-727896.146734,-727896.146734,0.000000,-1,122768,-727896.155814,-727897.872809,-727898.578920,-727897.649769,-727898.730325,-727896.146734
533,0.004376347336,0.03922557113,-728837.010287,-728837.761438,1.502302,3,122990,-728837.542561,-728837.034159,-728837.216170,-728837.010287,-728837.269059,-728837.761438
534,0,0.01,-727672.202844,-727672.202844,-0.000000,-1,122708,-727672.270690,-727674.263709,-727675.195726,-727673.964240,-727675.413236,-727672.202844
535,0.004602319832,0.05797437191,-727185.665889,-727189.121217,6.910656,3,122569,-727187.415050,-727185.667146,-727185.776600,-727185.665889,-727185.810043,-727189.121217
536,0,0.01,-726963.930723,-726963.930723,0.000000,-1,122602,-726963.971162,-726965.202034,-726965.855164,-726965.024657,-726966.013019,-726963.930723
537,0.0001001595344,0.01037340973,-728529.015608,-728529.036737,0.042257,0,122854,-728529.015608,-728530.477772,-728531.031017,-728530.328276,-728531.144793,-728529.036737
538,0,0.01,-726362.288681,-726362.288681,-0.000000,-1,122385,-726362.311032,-726363.090289,-726363.575091,-726362.962503,-726363.684323,-726362.288681
539,0.0001000880746,0.01037376683,-727990.077309,-727990.089906,0.025194,0,122751,-727990.077309,-727991.446012,-727992.072931,-727991.253961,-727992.218101,-727990.089906
540,0,0.01,-729971.911062,-729971.911062,-0.000000,-1,123178,-729971.960345,-729974.106114,-729974.898824,-729973.893313,-729975.080587,-729971.911062
541,0.000120863051,0.02842902278,-726896.831994,-726896.920612,0.177236,0,122536,-726896.831994,-726897.282931,-726897.625849,-726897.200245,-726897.707396,-726896.920612
542,0.004167703257,0.0758233874,-731029.929353,-731033.782575,7.706445,3,123357,-731031.476255,-731030.034603,-731030.429926,-731029.929353,-731030.513350,-731033.782575
543,0,0.01,-729569.481846,-729569.481846,0.000000,-1,123100,-729569.495908,-729571.176906,-729571.909418,-729570.940412,-729572.073411,-729569.481846
544,0,0.01,-726176.379632,-726176.379632,-0.000000,-1,122398,-726176.419737,-726178.625284,-726179.382117,-726178.451989,-726179.573304,-726176.379632
545,0,0.01,-724926.783962,-724926.783962,0.000000,-1,122207,-724926.795079,-724928.886497,-724929.669256,-724928.651038,-724929.834200,-724926.783962
546,0.002546049073,0.1077335954,-727886.587770,-727888.322857,3.470174,3,122742,-727888.369474,-727886.832408,-727887.526277,-727886.587770,-727887.650270,-727888.322857
547,0.004133364154,0.05907142819,-727940.612072,-727943.240487,5.256831,3,122737,-727941.909136,-727940.652831,-727940.876250,-727940.612072,-727940.930444,-727943.240487
548,0,0.01,-729942.746227,-729942.746227,0.000000,-1,123089,-729942.773595,-729944.992561,-729945.730427,-729944.817844,-729945.910028,-729942.746227
549,0,0.01,-730458.238038,-730458.238038,0.000000,-1,123314,-730458.242308,-730458.991999,-730459.720725,-730458.735127,-730459.869708,-730458.238038
550,0,0.01,-729751.950931,-729751.950931,0.000000,-1,123077,-729751.952268,-729753.111346,-729753.858457,-729752.868690,-729754.014698,-729751.950931
551,0,0.01,-730237.257500,-730237.257500,-0.000000,-1,123213,-730237.319786,-730238.881960,-730239.536025,-730238.720182,-730239.685881,-730237.257500
552,0,0.01,-729259.943870,-729259.943870,-0.000000,-1,123060,-729259.957199,-729260.429644,-729261.028928,-729260.255865,-729261.153065,-729259.943870
553,0,0.01,-727632.692849,-727632.692848,-0.000000,-1,122671,-727632.707619,-727635.379164,-727636.285352,-727635.167737,-727636.551499,-727632.692849
554,0.0001001135132,0.01037709961,-727924.591144,-727924.606781,0.031275,0,122714,-727924.591144,-727926.565364,-727927.201451,-727926.379710,-727927.346593,-727924.606781
555,0,0.01,-725385.493002,-725385.493001,-0.000000,-1,122206,-725385.499892,-725386.281027,-725386.754321,-725386.162206,-725386.857289,-725385.493002
556,0.0001001701712,0.01079402555,-728382.416844,-728382.429731,0.025775,0,122807,-728382.416844,-728383.283015,-728383.772254,-728383.147203,-728383.879146,-728382.429731
557,0.0001000935729,0.01037473404,-730688.621523,-730688.634906,0.026766,0,123337,-730688.621523,-730690.264240,-730690.926835,-730690.061012,-730691.077682,-730688.634906
558,0,0.01,-727217.795383,-727217.795383,-0.000000,-1,122586,-727217.851353,-727219.749998,-727220.597149,-727219.486869,-727220.792979,-727217.795383
559,0,0.01,-726701.233994,-726701.233994,-0.000000,-1,122470,-726701.243673,-726703.476170,-726704.164554,-726703.312988,-726704.325111,-726701.233994
560,0,0.01,-729702.042079,-729702.042079,-0.000000,-1,123172,-729702.049448,-729704.166220,-729704.971197,-729703.876745,-729705.145389,-729702.042079
561,0,0.01,-731687.596190,-731687.596190,0.000000,-1,123476,-731687.618124,-731689.928927,-731690.791612,-731689.656798,-731690.978913,-731687.596190
562,0.003110170928,0.07353793071,-725486.792906,-725488.015275,2.444739,3,122214,-725488.002638,-725486.898009,-725487.292193,-725486.792906,-725487.380453,-725488.015275
563,0.0001002335914,0.01076143575,-728029.275297,-728029.290914,0.031234,0,122765,-728029.275297,-728030.220801,-728030.728985,-728030.073701,-728030.836281,-728029.290914
564,0.002720085358,0.06329099022,-726029.182153,-726029.222791,0.081276,3,122342,-726029.187904,-726029.374260,-726029.943780,-726029.182153,-726030.056412,-726029.222791
565,0,0.01,-729544.601207,-729544.601207,0.000000,-1,123090,-729544.676325,-729546.691078,-729547.443896,-729546.512382,-729547.635928,-729544.601207
566,0.0001002108907,0.01075870364,-725530.083916,-725530.098030,0.028227,0,122207,-725530.083916,-725532.135897,-725532.730767,-725531.998228,-725532.864986,-725530.098030
567,0.0001006070103,0.01076141821,-726767.642710,-726767.680260,0.075100,0,122480,-726767.642710,-726768.942077,-726769.481594,-726768.783113,-726769.595881,-726767.680260
568,0.0001007929123,0.01076034116,-727967.866491,-727967.915032,0.097082,0,122741,-727967.866491,-727969.639740,-727970.169008,-727969.497260,-727970.298240,-727967.915032
569,0,0.01,-726162.283302,-726162.283302,-0.000000,-1,122367,-726162.293588,-726164.392767,-726165.059510,-726164.229892,-726165.201246,-726162.283302
570,0,0.01,-729278.735914,-729278.735914,0.000000,-1,123000,-729278.754236,-729280.446312,-729281.037472,-729280.302546,-729281.168332,-729278.735914
571,0,0.01,-725897.134751,-725897.134750,-0.000000,-1,122380,-725897.168794,-725899.339894,-725900.187196,-725899.063573,-725900.388283,-725897.134751
572,0.0001017211421,0.01285605527,-726100.999444,-726101.034040,0.069192,0,122426,-726100.999444,-726102.207769,-726102.676143,-726102.091448,-726102.784975,-726101.034040
573,0,0.01,-731031.929480,-731031.929480,-0.000000,-1,123397,-731031.941748,-731033.312998,-731033.954754,-731033.126631,-731034.104245,-731031.929480
574,0,0.01,-726223.538530,-726223.538530,-0.000000,-1,122438,-726223.542382,-726224.815729,-726225.406386,-726224.654344,-726225.540190,-726223.538530
575,0,0.01,-725799.203171,-725799.203171,-0.000000,-1,122291,-725799.276294,-725800.916873,-725801.732180,-725800.688082,-725801.908732,-725799.203171
576,0.0001000987084,0.01037204787,-725616.295759,-725616.309645,0.027773,0,122337,-725616.295759,-725618.149006,-725618.741898,-725617.985624,-725618.873859,-725616.309645
577,0.0001000922466,0.01036653713,-726516.840989,-726516.853844,0.025711,0,122531,-726516.840989,-726519.117654,-726519.797187,-726518.929610,-726519.950509,-726516.853844
578,0,0.01,-727126.602470,-727126.602470,-0.000000,-1,122577,-727126.632541,-727128.695637,-727129.488963,-727128.474940,-727129.669444,-727126.602470
579,9.999396125e-05,0.01034092267,-730657.040335,-730657.040786,0.000903,0,123239,-730657.040335,-730659.124057,-730659.920026,-730658.846863,-730660.094859,-730657.040786
580,0,0.01,-731054.381493,-731054.381493,0.000000,-1,123337,-731054.408404,-731055.620787,-731056.134421,-731055.501518,-731056.250905,-731054.381493
581,0.000269652059,0.1269113577,-726398.918608,-726399.264241,0.691265,0,122423,-726398.918608,-726399.319243,-726399.791850,-726399.205303,-726399.887333,-726399.264241
582,0,0.01,-728526.252925,-728526.252925,0.000000,-1,122853,-728526.285212,-728528.321376,-728529.078511,-728528.112074,-728529.263014,-728526.252925
583,0.0001067743589,0.01431127169,-729306.141573,-729306.221924,0.160702,0,123014,-729306.141573,-729306.756393,-729307.108179,-729306.675399,-729307.193403,-729306.221924
584,0.0001017681542,0.01325160582,-726492.935749,-726492.967510,0.063522,0,122509,-726492.935749,-726493.715370,-726494.228492,-726493.575785,-726494.349429,-726492.967510
585,9.989336555e-05,0.0132925711,-724843.040723,-724843.045107,0.008769,0,122136,-724843.040723,-724844.344692,-724844.864283,-724844.212673,-724844.981645,-724843.045107
586,0.000100003081,0.01078885108,-728103.177476,-728103.179920,0.004888,0,122711,-728103.177476,-728104.367129,-728104.989436,-728104.180548,-728105.132010,-728103.179920
587,0,0.01,-727573.382301,-727573.382301,0.000000,-1,122679,-727573.397960,-727574.620572,-727575.277094,-727574.412696,-727575.416006,-727573.382301
588,0.003264638697,0.06676596909,-725717.150072,-725718.388435,2.476728,3,122265,-725717.379964,-725717.258946,-725717.664624,-725717.150072,-725717.746491,-725718.388435
589,0,0.01,-730958.513411,-730958.513411,-0.000000,-1,123353,-730958.554909,-730960.049075,-730960.773493,-730959.838490,-730960.925399,-730958.513411
590,0.0001028777265,0.01448720925,-729638.939116,-729638.978111,0.077991,0,123056,-729638.939116,-729640.212385,-729640.652661,-729640.124641,-729640.760643,-729638.978111
591,0,0.01,-726603.261842,-726603.261842,-0.000000,-1,122438,-726603.287778,-726604.791490,-726605.521680,-726604.568457,-726605.688817,-726603.261842
592,0.0007490438157,0.1627836234,-728843.583422,-728845.348579,3.530314,0,122905,-728843.583422,-728843.917242,-728844.234663,-728843.837520,-728844.308503,-728845.348579
593,0.000100051169,0.01079552613,-731346.710358,-731346.716221,0.011726,0,123429,-731346.710358,-731348.546063,-731349.097788,-731348.429553,-731349.218985,-731346.716221
594,0,0.01,-730130.916334,-730130.916334,0.000000,-1,123176,-730130.929651,-730133.518223,-730134.358535,-730133.302059,-730134.558942,-730130.916334
595,0,0.01,-730083.184017,-730083.184017,0.000000,-1,123134,-730083.201168,-730085.186226,-730085.940360,-730084.982851,-730086.116527,-730083.184017
596,0,0.01,-727777.470810,-727777.470810,0.000000,-1,122790,-727777.505602,-727778.574399,-727779.362612,-727778.294303,-727779.525326,-727777.470810
597,0.002926502216,0.08559259935,-728252.709576,-728254.522873,3.626595,3,122796,-728254.518258,-728252.868026,-728253.426375,-728252.709576,-728253.541929,-728254.522873
598,0,0.01,-730895.518819,-730895.518819,-0.000000,-1,123335,-730895.566031,-730897.257389,-730898.017659,-730897.051774,-730898.173987,-730895.518819
599,0,0.01,-728137.975228,-728137.975228,0.000000,-1,122776,-728138.026663,-728140.189198,-728141.152444,-728139.858994,-728141.358764,-728137.975228
600,0,0.01,-729354.249241,-729354.249241,-0.000000,-1,123021,-729354.257508,-729355.644431,-729356.332323,-729355.431400,-729356.480390,-729354.249241
601,0.0001000520973,0.01078000575,-726805.563487,-726805.569160,0.011345,0,122546,-726805.563487,-726806.685161,-726807.206523,-726806.544531,-726807.318894,-726805.569160
602,0.000100102554,0.01036112239,-728004.575320,-728004.589120,0.027600,0,122732,-728004.575320,-728007.096914,-728007.820873,-728006.903386,-728008.002642,-728004.589120
603,0.0001000201854,0.01037634532,-726921.821620,-726921.826311,0.009382,0,122521,-726921.821620,-726923.796308,-726924.433294,-726923.634738,-726924.574356,-726921.826311
604,0,0.01,-729414.599023,-729414.599022,-0.000000,-1,123069,-729414.638052,-729416.694864,-729417.674583,-729416.326759,-729417.900378,-729414.599023
605,0.0001000136586,0.01077641144,-725662.385720,-725662.388430,0.005420,0,122302,-725662.385720,-725663.549590,-725664.200676,-725663.360584,-725664.332403,-725662.388430
606,0.0001477406232,0.05004945636,-730487.392955,-730487.525152,0.264394,0,123267,-730487.392955,-730487.619579,-730487.974822,-730487.543381,-730488.056443,-730487.525152
607,0,0.01,-728275.848125,-728275.848125,-0.000000,-1,122838,-728275.852719,-728276.881793,-728277.677939,-728276.586074,-728277.846594,-728275.848125
608,9.999887955e-05,0.01037132229,-727332.270836,-727332.272980,0.004288,0,122640,-727332.270836,-727333.261964,-727333.967489,-727333.013800,-727334.107546,-727332.272980
609,0,0.01,-728588.652378,-728588.652378,-0.000000,-1,122864,-728588.707913,-728590.813103,-728591.569529,-728590.643799,-728591.746981,-728588.652378
610,0,0.01,-727780.911176,-727780.911177,0.000000,-1,122647,-727780.913524,-727782.532309,-727783.250686,-727782.314402,-727783.409220,-727780.911176
611,0,0.01,-726691.977332,-726691.977332,0.000000,-1,122449,-726691.987356,-726693.202980,-726693.902745,-726692.963182,-726694.047951,-726691.977332
612,0.0001000900953,0.01078193085,-727539.898814,-727539.906685,0.015742,0,122669,-727539.898814,-727541.178548,-727541.785072,-727541.018525,-727541.918861,-727539.906685
613,0,0.01,-729707.372418,-729707.372419,0.000000,-1,123058,-729707.392276,-729709.875998,-729710.705173,-729709.683819,-729710.887355,-729707.372418
614,0.0001003311518,0.01080244628,-726074.194187,-726074.216659,0.044944,0,122333,-726074.194187,-726075.418528,-726075.885680,-726075.312405,-726075.982367,-726074.216659
615,0.0001000306189,0.01076520512,-728388.915440,-728388.919253,0.007625,0,122842,-728388.915440,-728390.564477,-728391.251334,-728390.361959,-728391.405001,-728388.919253
616,0,0.01,-725882.814221,-725882.814221,-0.000000,-1,122309,-725882.850832,-725884.352451,-725885.021252,-725884.167797,-725885.155596,-725882.814221
617,0.0001010529553,0.01202536538,-722828.026890,-722828.055837,0.057895,0,121773,-722828.026890,-722828.849500,-722829.307580,-722828.723479,-722829.406225,-722828.055837
618,0,0.01,-728273.421772,-728273.421772,-0.000000,-1,122766,-728273.474652,-728275.723880,-728276.652581,-728275.434095,-728276.858072,-728273.421772
619,0,0.01,-728744.462224,-728744.462225,0.000000,-1,122901,-728744.546150,-728746.465972,-728747.178673,-728746.340320,-728747.348657,-728744.462224
620,0,0.01,-725700.647043,-725700.647043,-0.000000,-1,122254,-725700.668041,-725702.975682,-725703.792587,-725702.770600,-725703.972564,-725700.647043
621,0.0003306636024,0.1494132509,-728970.791292,-728971.378020,1.173455,0,122959,-728970.791292,-728971.246761,-728971.666188,-728971.133356,-728971.758071,-728971.378020
622,0.0001001490729,0.01076620244,-727020.279047,-727020.289658,0.021222,0,122575,-727020.279047,-727021.852718,-727022.411540,-727021.704542,-727022.523154,-727020.289658
623,0,0.01,-727603.458332,-727603.458332,0.000000,-1,122647,-727603.483311,-727604.201523,-727605.032602,-727603.903159,-727605.195621,-727603.458332
624,0.0001002519072,0.01037786223,-729888.611506,-729888.643549,0.064086,0,123131,-729888.611506,-729889.970401,-729890.618812,-729889.760018,-729890.765789,-729888.643549
625,0,0.01,-728609.409487,-728609.409487,-0.000000,-1,122913,-728609.413790,-728610.941077,-728611.540868,-728610.775109,-728611.674258,-728609.409487
626,0,0.01,-729461.463410,-729461.463410,0.000000,-1,123018,-729461.490758,-729463.657022,-729464.354877,-729463.490367,-729464.528464,-729461.463410
627,0.0003956557469,0.1208696794,-728986.215363,-728986.840895,1.251064,0,122969,-728986.215363,-728986.279234,-728986.562304,-728986.217525,-728986.633318,-728986.840895
628,0.0001000848792,0.01079502884,-730449.763882,-730449.771763,0.015762,0,123251,-730449.763882,-730451.364859,-730451.920272,-730451.225406,-730452.050878,-730449.771763
629,0,0.01,-726991.152089,-726991.152089,-0.000000,-1,122545,-726991.238924,-726993.328540,-726994.322168,-726993.057187,-726994.556318,-726991.152089
630,0,0.01,-727696.929682,-727696.929682,-0.000000,-1,122699,-727697.020728,-727698.938593,-727699.750037,-727698.728850,-727699.950839,-727696.929682
631,0,0.01,-729315.238412,-729315.238412,-0.000000,-1,123074,-729315.285979,-729316.926776,-729317.727090,-729316.662573,-729317.903977,-729315.238412
632,0,0.01,-731036.447743,-731036.447743,-0.000000,-1,123361,-731036.461932,-731038.394105,-731039.130198,-731038.172306,-731039.292041,-731036.447743
633,0.0001042911484,0.01396683104,-729955.229230,-729955.286996,0.115532,0,123187,-729955.229230,-729955.610136,-729956.097120,-729955.470651,-729956.208245,-729955.286996
634,0,0.01,-727304.939457,-727304.939457,-0.000000,-1,122590,-727304.956028,-727307.441351,-727308.298950,-727307.200474,-727308.496985,-727304.939457
635,0,0.01,-728739.678925,-728739.678925,-0.000000,-1,122845,-728739.712915,-728741.820941,-728742.650802,-728741.565649,-728742.842365,-728739.678925
636,0,0.01,-727227.059243,-727227.059243,-0.000000,-1,122590,-727227.104362,-727229.446340,-727230.325825,-727229.216569,-727230.537997,-727227.059243
637,0.0001004071941,0.01036574982,-729833.078340,-729833.128660,0.100639,0,123166,-729833.078340,-729834.987565,-729835.566985,-729834.820713,-729835.692027,-729833.128660
638,0.0001031415504,0.01629998378,-726757.679961,-726757.715033,0.070144,0,122484,-726757.679961,-726758.758022,-726759.170957,-726758.661858,-726759.269595,-726757.715033
639,0,0.01,-726721.236311,-726721.236311,-0.000000,-1,122434,-726721.261092,-726723.290698,-726724.138312,-726723.045143,-726724.322188,-726721.236311
640,0.0001009908965,0.01242276754,-730472.470260,-730472.494445,0.048368,0,123287,-730472.470260,-730473.405454,-730473.925350,-730473.270223,-730474.040635,-730472.494444
641,0,0.01,-730529.171473,-730529.171473,0.000000,-1,123309,-730529.187626,-730530.875587,-730531.583474,-730530.671159,-730531.742476,-730529.171473
642,0,0.01,-726494.298192,-726494.298192,-0.000000,-1,122475,-726494.339575,-726496.246930,-726497.092317,-726495.955484,-726497.274267,-726494.298192
643,0.002673913686,0.08016123509,-728458.369604,-728459.185582,1.631956,3,122864,-728459.181530,-728458.571222,-728459.173750,-728458.369604,-728459.288416,-728459.185582
644,0,0.01,-723728.842538,-723728.842538,0.000000,-1,121910,-723728.915493,-723731.117857,-723732.124014,-723730.840596,-723732.370012,-723728.842538
645,0.0001014903575,0.01675124363,-730230.183141,-730230.205590,0.044897,0,123234,-730230.183141,-730231.488259,-730231.963921,-730231.388048,-730232.076871,-730230.205590
646,0,0.01,-728374.230642,-728374.230642,-0.000000,-1,122869,-728374.256676,-728376.465708,-728377.244887,-728376.233511,-728377.430148,-728374.230642
647,0.0001002095738,0.01033890533,-727012.304375,-727012.330103,0.051457,0,122604,-727012.304375,-727014.905122,-727015.695294,-727014.683317,-727015.887441,-727012.330103
648,9.997120736e-05,0.01079895103,-728050.037427,-728050.038454,0.002055,0,122717,-728050.037427,-728050.608086,-728051.096851,-728050.472844,-728051.211755,-728050.038454
649,0,0.01,-726332.916617,-726332.916617,0.000000,-1,122494,-726332.948103,-726334.361184,-726335.045308,-726334.152949,-726335.193089,-726332.916617
650,0.0002711269261,0.1000798269,-727282.469611,-727282.733007,0.526793,0,122628,-727282.469611,-727282.761979,-727283.156818,-727282.655899,-727283.245663,-727282.733007
651,0.0001001327106,0.01037136442,-728813.164796,-728813.182766,0.035940,0,122918,-728813.164796,-728814.795934,-728815.418273,-728814.604304,-728815.550517,-728813.182766
652,9.998262895e-05,0.01037689946,-727504.801654,-727504.801922,0.000536,0,122644,-727504.801654,-727505.642825,-727506.219368,-727505.478826,-727506.331327,-727504.801923
653,0.002246823005,0.07791150502,-726767.758306,-726767.837674,0.158736,3,122517,-726767.821524,-726767.980557,-726768.681168,-726767.758306,-726768.834601,-726767.837674
654,0,0.01,-726826.738403,-726826.738404,0.000000,-1,122507,-726826.780757,-726828.759288,-726829.451546,-726828.580754,-726829.599268,-726826.738403
655,0,0.01,-731115.165885,-731115.165886,0.000000,-1,123334,-731115.230390,-731116.861382,-731117.609115,-731116.656285,-731117.793207,-731115.165885
656,0,0.01,-728323.475632,-728323.475632,-0.000000,-1,122783,-728323.479595,-728325.108644,-728325.995170,-728324.778342,-728326.184489,-728323.475632
657,0.000104304554,0.01276259544,-729269.684983,-729269.763119,0.156271,0,123048,-729269.684983,-729270.589185,-729270.940774,-729270.504327,-729271.030289,-729269.763119
658,0,0.01,-727145.967393,-727145.967393,0.000000,-1,122607,-727145.987256,-727147.992139,-727148.689394,-727147.785987,-727148.846047,-727145.967393
659,0,0.01,-729002.285269,-729002.285269,0.000000,-1,122978,-729002.310090,-729004.599578,-729005.398427,-729004.364261,-729005.597457,-729002.285269
660,0.000100926078,0.01077658507,-728259.142247,-728259.199560,0.114626,0,122808,-728259.142247,-728260.251715,-728260.714247,-728260.120330,-728260.828553,-728259.199560
661,9.713196787e-05,0.01965350082,-724881.538423,-724881.538488,0.000130,0,122142,-724881.538423,-724882.692700,-724883.179551,-724882.588842,-724883.289991,-724881.538488
662,0,0.01,-727518.922011,-727518.922011,-0.000000,-1,122657,-727518.926884,-727520.619249,-727521.458211,-727520.319817,-727521.646076,-727518.922011
663,0,0.01,-726459.036669,-726459.036669,-0.000000,-1,122478,-726459.041600,-726460.146345,-726460.693929,-726459.980971,-726460.822896,-726459.036669
664,0,0.01,-728389.313917,-728389.313917,-0.000000,-1,122829,-728389.391591,-728391.523679,-728392.533995,-728391.228196,-728392.773302,-728389.313917
665,0,0.01,-726843.630808,-726843.630808,0.000000,-1,122537,-726843.664934,-726845.543909,-726846.315815,-726845.293312,-726846.482206,-726843.630808
666,0.0001066828433,0.01476861784,-728294.220705,-728294.294412,0.147414,0,122812,-728294.220705,-728294.449301,-728294.912456,-728294.314537,-728295.021796,-728294.294412
667,0,0.01,-729508.952384,-729508.952384,0.000000,-1,123068,-729508.973058,-729511.436343,-729512.294719,-729511.183116,-729512.510135,-729508.952384
668,0,0.01,-729527.360570,-729527.360570,0.000000,-1,123045,-729527.410190,-729528.804725,-729529.595737,-729528.549992,-729529.759917,-729527.360570
669,0.0001000770133,0.01035067587,-727381.481620,-727381.492163,0.021085,0,122649,-727381.481620,-727383.828344,-727384.569725,-727383.601774,-727384.737711,-727381.492163
670,0,0.01,-727939.455825,-727939.455825,-0.000000,-1,122801,-727939.501722,-727941.705495,-727942.605922,-727941.410449,-727942.798995,-727939.455825
671,0.0001014576858,0.01117727845,-727672.785214,-727672.845709,0.120990,0,122677,-727672.785214,-727673.748546,-727674.181384,-727673.640894,-727674.290663,-727672.845709
672,0,0.01,-728896.747262,-728896.747262,-0.000000,-1,122922,-728896.806846,-728899.090860,-728899.978461,-728898.867126,-728900.178711,-728896.747262
673,0.0001003400729,0.01076032267,-729154.808908,-729154.830956,0.044097,0,123067,-729154.808908,-729155.972414,-729156.558600,-729155.780459,-729156.674188,-729154.830956
674,0,0.01,-726546.443878,-726546.443878,0.000000,-1,122441,-726546.507586,-726548.080879,-726548.689534,-726547.939224,-726548.831433,-726546.443878
675,0.0001004154582,0.01406888196,-729729.459044,-729729.470785,0.023483,0,123094,-729729.459044,-729730.340026,-729730.872282,-729730.205685,-729730.994336,-729729.470785
676,0.003127960193,0.06413005507,-731488.332837,-731488.846272,1.026871,3,123470,-731488.460449,-731488.451171,-731488.889271,-731488.332837,-731488.990604,-731488.846272
677,0.0001005717483,0.01078493024,-726792.808009,-726792.844352,0.072687,0,122492,-726792.808009,-726793.094579,-726793.668207,-726792.917611,-726793.781115,-726792.844352
678,0,0.01,-727185.526093,-727185.526093,0.000000,-1,122565,-727185.562642,-727187.889344,-727188.651356,-727187.706265,-727188.838346,-727185.526093
679,0,0.01,-728487.863279,-728487.863279,-0.000000,-1,122820,-728487.882528,-728490.474485,-728491.457404,-728490.141024,-728491.680502,-728487.863279
680,0.004053370337,0.03889863365,-727487.244295,-727487.564366,0.640142,3,122635,-727487.406758,-727487.281783,-727487.502165,-727487.244295,-727487.561997,-727487.564366
681,0,0.01,-726563.964051,-726563.964051,-0.000000,-1,122483,-726564.056056,-726565.990808,-726566.837004,-726565.781687,-726567.047658,-726563.964051
682,0.0001005182743,0.01036672804,-728176.786666,-728176.849762,0.126193,0,122822,-728176.786666,-728177.932716,-728178.664770,-728177.594277,-728178.798858,-728176.849762
683,0,0.01,-728110.681197,-728110.681197,-0.000000,-1,122761,-728110.724680,-728112.079673,-728112.770751,-728111.859492,-728112.937208,-728110.681197
684,0.0001010351635,0.01078525943,-727868.833943,-727868.897755,0.127623,0,122770,-727868.833943,-727870.275922,-727870.701551,-727870.172996,-727870.806560,-727868.897755
685,0,0.01,-727547.826960,-727547.826961,0.000000,-1,122696,-727547.851115,-727550.000726,-727550.747027,-727549.797571,-727550.919319,-727547.826960
686,0,0.01,-726770.543826,-726770.543826,0.000000,-1,122504,-726770.600936,-726772.708638,-726773.544617,-726772.471084,-726773.761206,-726770.543826
687,0.00356470924,0.07722086861,-734215.608375,-734217.918190,4.619630,3,123990,-734216.714909,-734215.703776,-734216.085042,-734215.608375,-734216.165913,-734217.918190
688,0.0001000086175,0.01036967224,-728414.820690,-728414.823693,0.006007,0,122847,-728414.820690,-728415.517459,-728416.181481,-728415.314282,-728416.319975,-728414.823693
689,9.49438721e-05,0.02850218127,-727297.742286,-727297.752732,0.020893,0,122648,-727297.742286,-727298.693318,-727299.177082,-727298.591981,-727299.294382,-727297.752732
690,0.002907416344,0.06125790443,-731703.948972,-731704.005670,0.113395,3,123491,-731703.991478,-731704.060868,-731704.492055,-731703.948972,-731704.585950,-731704.005670
691,0,0.01,-727902.190759,-727902.190759,-0.000000,-1,122724,-727902.195687,-727903.822035,-727904.626079,-727903.549568,-727904.787645,-727902.190759
692,0.003327028365,0.05763622849,-727495.701024,-727496.370634,1.339220,3,122660,-727495.830073,-727495.794490,-727496.158322,-727495.701024,-727496.238678,-727496.370634
693,0.0001003089,0.01075915628,-727831.660618,-727831.680679,0.040123,0,122735,-727831.660618,-727832.462131,-727833.103765,-727832.240747,-727833.232558,-727831.680679
