iter,alpha_M1f,beta_M1f,LL_M1f,LL_M3_sim,LR_sim,best_init_idx,n_total_sim,ll_init_0,ll_init_1,ll_init_2,ll_init_3,ll_init_4,ll_init_anchor
344,0,0.01,-726047.490417,-726047.490418,0.000000,-1,122369,-726047.521037,-726048.925416,-726049.484036,-726048.772310,-726049.618325,-726047.490417
345,0,0.01,-728206.461978,-728206.461978,-0.000000,-1,122815,-728206.541492,-728208.587746,-728209.418634,-728208.371786,-728209.630523,-728206.461978
346,0,0.01,-726627.984477,-726627.984477,-0.000000,-1,122491,-726627.993559,-726629.543317,-726630.292423,-726629.291673,-726630.452863,-726627.984477
347,0.0001000072143,0.01076828034,-725015.195903,-725015.198400,0.004993,0,122104,-725015.195903,-725015.894909,-725016.495885,-725015.714876,-725016.623347,-725015.198399
348,0.002904577121,0.07137597814,-729253.224117,-729253.453867,0.459498,3,123033,-729253.430320,-729253.427687,-729254.037472,-729253.224117,-729254.154927,-729253.453867
349,0,0.01,-729347.659133,-729347.659133,-0.000000,-1,122990,-729347.689254,-729349.783914,-729350.655881,-729349.527628,-729350.829874,-729347.659133
350,0,0.01,-725691.059627,-725691.059627,0.000000,-1,122343,-725691.103944,-725692.952328,-725693.637629,-725692.765421,-725693.800261,-725691.059627
351,0.00385381679,0.04699968019,-728975.094260,-728975.551688,0.914855,3,122976,-728975.352639,-728975.139842,-728975.399656,-728975.094260,-728975.462508,-728975.551688
352,0,0.01,-727172.180256,-727172.180256,0.000000,-1,122598,-727172.198585,-727174.619296,-727175.439163,-727174.373145,-727175.631841,-727172.180256
353,0,0.01,-724962.239459,-724962.239459,0.000000,-1,122100,-724962.242386,-724964.170131,-724964.845916,-724963.988845,-724965.002171,-724962.239459
354,0,0.01,-727228.655690,-727228.655690,0.000000,-1,122584,-727228.681717,-727231.081047,-727231.943060,-727230.818130,-727232.137042,-727228.655690
355,0.0001000547594,0.01035843912,-727226.600445,-727226.608776,0.016662,0,122626,-727226.600445,-727228.216660,-727228.907241,-727227.976525,-727229.054611,-727226.608776
356,0.0001068380063,0.01752888859,-728030.364102,-728030.420585,0.112966,0,122765,-728030.364102,-728031.120801,-728031.524072,-728031.027648,-728031.613104,-728030.420585
357,0.0002259387922,0.0756119125,-728388.210858,-728388.424673,0.427632,0,122874,-728388.210858,-728388.364123,-728388.737162,-728388.268262,-728388.820244,-728388.424673
358,0.0001002269454,0.01037699944,-728569.972186,-728570.001329,0.058288,0,122879,-728569.972186,-728571.879006,-728572.489897,-728571.696799,-728572.624219,-728570.001329
359,0.000100392622,0.01036879706,-729700.503905,-729700.552526,0.097243,0,123200,-729700.503905,-729701.821094,-729702.449593,-729701.611488,-729702.587416,-729700.552526
360,0.0031527316,0.06846320453,-731700.551698,-731701.467314,1.831231,3,123538,-731700.805172,-731700.666683,-731701.111145,-731700.551698,-731701.214646,-731701.467314
361,0.0001229670039,0.02137060682,-727687.531742,-727687.654725,0.245967,0,122748,-727687.531742,-727687.788611,-727688.009205,-727687.752440,-727688.065364,-727687.654725
362,9.995602238e-05,0.01079963117,-726666.477476,-726666.477672,0.000391,0,122465,-726666.477476,-726668.036134,-726668.579099,-726667.911855,-726668.700466,-726666.477672
363,0.0001005095306,0.01077999338,-727201.043750,-727201.075983,0.064466,0,122648,-727201.043750,-727201.498434,-727202.011989,-727201.346179,-727202.125835,-727201.075983
364,0.0001003660004,0.01037841066,-726009.154514,-726009.199898,0.090767,0,122354,-726009.154514,-726010.439353,-726011.005911,-726010.258626,-726011.120640,-726009.199898
365,9.999588953e-05,0.01036351965,-726379.059840,-726379.061299,0.002917,0,122416,-726379.059840,-726380.279535,-726380.897119,-726380.096522,-726381.026399,-726379.061299
366,0.002570405704,0.07609031675,-727987.151215,-727987.521140,0.739848,3,122759,-727987.538347,-727987.265628,-727987.725824,-727987.151215,-727987.830183,-727987.521140
367,9.999441148e-05,0.01037655238,-731184.235303,-731184.237049,0.003491,0,123339,-731184.235303,-731186.436056,-731187.120118,-731186.263889,-731187.285977,-731184.237049
368,0.0001002881223,0.0108049473,-726358.315323,-726358.335264,0.039883,0,122419,-726358.315323,-726359.605577,-726360.056229,-726359.495435,-726360.150254,-726358.335264
369,0,0.01,-729169.672287,-729169.672287,-0.000000,-1,123003,-729169.694051,-729171.957100,-729172.691201,-729171.770491,-729172.860930,-729169.672287
370,0,0.01,-727631.553260,-727631.553260,-0.000000,-1,122680,-727631.562919,-727633.638084,-727634.259866,-727633.501598,-727634.408101,-727631.553260
371,0,0.01,-725413.396103,-725413.396103,0.000000,-1,122190,-725413.415157,-725415.193289,-725415.841543,-725415.022512,-725415.982538,-725413.396103
372,0.0001003181246,0.01035308894,-725789.560083,-725789.599036,0.077906,0,122293,-725789.560083,-725791.252511,-725791.916687,-725791.003969,-725792.052018,-725789.599035
373,0.0001000879399,0.01037054861,-732033.141373,-732033.153772,0.024798,0,123531,-732033.141373,-732035.673694,-732036.399271,-732035.494695,-732036.571745,-732033.153772
374,0.0001009877694,0.01121482009,-729456.445379,-729456.487664,0.084570,0,123092,-729456.445379,-729458.137237,-729458.619339,-729458.030819,-729458.733812,-729456.487664
375,0.0001010766464,0.01075554652,-727035.884539,-727035.949734,0.130390,0,122603,-727035.884539,-727037.002055,-727037.500050,-727036.844253,-727037.608973,-727035.949734
376,0.003507411762,0.07054030354,-728065.972478,-728067.817946,3.690937,3,122750,-728066.040209,-728066.187500,-728066.772920,-728065.972478,-728066.888167,-728067.817946
377,0,0.01,-727079.730097,-727079.730097,0.000000,-1,122597,-727079.765321,-727081.743664,-727082.531120,-727081.507553,-727082.706871,-727079.730097
378,0.0001001981534,0.01037778666,-728839.057363,-728839.083343,0.051960,0,122960,-728839.057363,-728840.458613,-728841.073542,-728840.255649,-728841.212696,-728839.083343
379,0,0.01,-725996.272565,-725996.272565,0.000000,-1,122395,-725996.318222,-725998.457160,-725999.458368,-725998.103780,-725999.697570,-725996.272565
380,0.0001005419045,0.01079561542,-726928.345116,-726928.379683,0.069134,0,122500,-726928.345116,-726928.683470,-726929.095896,-726928.571586,-726929.196435,-726928.379683
381,0,0.01,-728914.194677,-728914.194677,-0.000000,-1,122963,-728914.218458,-728915.722963,-728916.499676,-728915.465461,-728916.663902,-728914.194677
382,0.000100940131,0.01075603837,-727932.508159,-727932.565802,0.115286,0,122666,-727932.508159,-727934.077214,-727934.690827,-727933.891087,-727934.828047,-727932.565802
383,0,0.01,-729122.064625,-729122.064625,0.000000,-1,122968,-729122.076558,-729124.276592,-729125.014161,-729124.093422,-729125.179516,-729122.064625
384,0.003102205689,0.06884245569,-728874.147075,-728874.659688,1.025226,3,122983,-728874.623572,-728874.331703,-728874.914451,-728874.147075,-728875.022480,-728874.659688
385,0,0.01,-727244.827351,-727244.827351,0.000000,-1,122592,-727244.835655,-727247.411338,-727248.262525,-727247.191264,-727248.469167,-727244.827351
386,0.0001159072769,0.02987914481,-727728.792339,-727728.862907,0.141136,0,122665,-727728.792339,-727729.251338,-727729.708803,-727729.133684,-727729.820581,-727728.862907
387,0,0.01,-727164.300116,-727164.300116,0.000000,-1,122601,-727164.304334,-727166.150573,-727166.889587,-727165.911732,-727167.072238,-727164.300116
388,0,0.01,-727164.628998,-727164.628998,0.000000,-1,122562,-727164.689503,-727166.805230,-727167.725693,-727166.526408,-727167.951906,-727164.628998
389,0.004835485285,0.05136278615,-726344.595744,-726347.581369,5.971250,3,122419,-726346.195182,-726344.596803,-726344.701247,-726344.595744,-726344.734172,-726347.581369
390,0.0001113872762,0.01726896721,-726583.911364,-726583.998360,0.173991,0,122394,-726583.911364,-726584.631718,-726584.996280,-726584.556840,-726585.080093,-726583.998360
391,0,0.01,-724859.552308,-724859.552308,0.000000,-1,122153,-724859.558707,-724860.914506,-724861.585281,-724860.726471,-724861.722475,-724859.552308
392,0,0.01,-729559.280180,-729559.280180,-0.000000,-1,123087,-729559.297739,-729561.713371,-729562.516717,-729561.496939,-729562.703917,-729559.280180
393,0.0001001394775,0.01075964025,-725403.001096,-725403.011026,0.019860,0,122231,-725403.001096,-725404.974725,-725405.588466,-725404.807486,-725405.727921,-725403.011026
394,0.0001275192916,0.03137597742,-725758.667677,-725758.775187,0.215019,0,122291,-725758.667677,-725758.983758,-725759.311588,-725758.921661,-725759.379554,-725758.775187
395,0.0001005596466,0.0107791096,-726455.041926,-726455.077230,0.070608,0,122471,-726455.041926,-726456.313576,-726456.824539,-726456.167847,-726456.942090,-726455.077230
396,0,0.01,-729972.103579,-729972.103579,-0.000000,-1,123190,-729972.156938,-729974.281423,-729975.121501,-729974.045492,-729975.345143,-729972.103579
397,0,0.01,-728135.175764,-728135.175764,0.000000,-1,122847,-728135.186110,-728136.394327,-728137.143626,-728136.155033,-728137.313999,-728135.175764
398,0,0.01,-727629.667779,-727629.667779,-0.000000,-1,122698,-727629.692296,-727630.912018,-727631.522266,-727630.744118,-727631.662115,-727629.667779
399,0.0002460111524,0.1064988439,-727930.739287,-727930.979669,0.480763,0,122766,-727930.739287,-727930.959898,-727931.350520,-727930.868668,-727931.442741,-727930.979669
400,0.0001004054895,0.01078194415,-725934.986709,-725935.013121,0.052824,0,122304,-725934.986709,-725935.868862,-725936.395436,-725935.716086,-725936.519897,-725935.013121
401,0,0.01,-729315.969653,-729315.969653,-0.000000,-1,123011,-729316.046713,-729318.192820,-729319.087089,-729317.996070,-729319.329703,-729315.969653
402,0.0001002657747,0.01037011747,-726806.245357,-726806.278567,0.066420,0,122485,-726806.245357,-726808.008576,-726808.657806,-726807.818800,-726808.793646,-726806.278567
403,0.004097856348,0.04512798961,-729527.028702,-729527.999982,1.942561,3,123059,-729527.621898,-729527.056662,-729527.247797,-729527.028702,-729527.300964,-729527.999982
404,0.0001000446191,0.0103738955,-723963.184561,-723963.192215,0.015309,0,121993,-723963.184561,-723964.979793,-723965.617471,-723964.793632,-723965.761516,-723963.192215
405,9.999823318e-05,0.01076991137,-729503.602581,-729503.604247,0.003332,0,123012,-729503.602581,-729505.373526,-729506.040528,-729505.186693,-729506.200236,-729503.604247
406,0,0.01,-726479.566013,-726479.566013,0.000000,-1,122422,-726479.622357,-726481.824162,-726482.655667,-726481.609587,-726482.845536,-726479.566013
407,0,0.01,-727565.531882,-727565.531882,-0.000000,-1,122604,-727565.569321,-727567.540005,-727568.263158,-727567.355065,-727568.406755,-727565.531882
408,0.0001002204143,0.01078932962,-727843.188038,-727843.203667,0.031257,0,122726,-727843.188038,-727843.425029,-727843.834081,-727843.318513,-727843.928494,-727843.203667
409,0.0001001385372,0.01035707901,-723770.757665,-723770.775165,0.035001,0,121909,-723770.757665,-723773.177618,-723773.955314,-723772.922620,-723774.128537,-723770.775165
410,0,0.01,-730383.842784,-730383.842784,-0.000000,-1,123213,-730383.843809,-730384.960937,-730385.524998,-730384.794147,-730385.660913,-730383.842784
411,0.002954437188,0.07448879111,-727643.223072,-727643.877543,1.308943,3,122664,-727643.854391,-727643.443050,-727644.073208,-727643.223072,-727644.206492,-727643.877543
412,0.000100145796,0.0107626391,-725963.223307,-725963.233813,0.021011,0,122366,-725963.223307,-725964.972096,-725965.572964,-725964.811502,-725965.710692,-725963.233813
413,0,0.01,-728989.481689,-728989.481689,0.000000,-1,123009,-728989.489577,-728990.377717,-728991.054483,-728990.158180,-728991.195902,-728989.481689
414,0.000100106603,0.01036897827,-725256.861062,-725256.875788,0.029452,0,122189,-725256.861062,-725257.804515,-725258.367594,-725257.646395,-725258.486653,-725256.875788
415,0.0003071257379,0.09492493478,-726665.380733,-726665.685090,0.608715,0,122570,-726665.380733,-726665.591838,-726665.929331,-726665.511763,-726665.996279,-726665.685090
416,0,0.01,-728236.320679,-728236.320679,-0.000000,-1,122702,-728236.329234,-728238.667400,-728239.463415,-728238.450479,-728239.653677,-728236.320679
417,0.002633450621,0.08207639371,-729134.751955,-729135.234908,0.965905,3,122935,-729135.227113,-729135.014689,-729135.782395,-729134.751955,-729135.947719,-729135.234908
418,0.0003177102925,0.1319498615,-727293.580128,-727294.059886,0.959517,0,122648,-727293.580128,-727293.923810,-727294.271186,-727293.846067,-727294.344170,-727294.059886
419,0,0.01,-726955.290106,-726955.290106,0.000000,-1,122574,-726955.316013,-726957.563216,-726958.478779,-726957.226684,-726958.690891,-726955.290106
420,0,0.01,-727875.657234,-727875.657234,0.000000,-1,122722,-727875.680326,-727877.721495,-727878.422150,-727877.539064,-727878.577210,-727875.657234
421,0,0.01,-727465.292294,-727465.292294,0.000000,-1,122679,-727465.314817,-727467.400407,-727468.166419,-727467.182595,-727468.337231,-727465.292294
422,0.003748806201,0.0584819823,-727191.680885,-727193.154960,2.948150,3,122596,-727192.418583,-727191.720437,-727191.952577,-727191.680885,-727192.007511,-727193.154960
423,0,0.01,-726268.777277,-726268.777277,-0.000000,-1,122456,-726268.799446,-726270.980164,-726271.773353,-726270.752439,-726271.953707,-726268.777277
424,0.0001000651252,0.01035057375,-728541.463912,-728541.473210,0.018596,0,122918,-728541.463912,-728543.701756,-728544.480047,-728543.467982,-728544.660829,-728541.473210
425,0,0.01,-727062.346736,-727062.346736,0.000000,-1,122543,-727062.358292,-727064.455462,-727065.226105,-727064.204177,-727065.413219,-727062.346736
426,0,0.01,-727483.186332,-727483.186333,0.000000,-1,122628,-727483.227342,-727485.553813,-727486.377854,-727485.356784,-727486.568604,-727483.186332
427,0.0001000289234,0.01037176489,-727644.813764,-727644.819364,0.011201,0,122699,-727644.813764,-727646.697463,-727647.386100,-727646.486855,-727647.543450,-727644.819364
428,0.0001006558819,0.01078301419,-728585.339584,-728585.380540,0.081912,0,122820,-728585.339584,-728586.185921,-728586.726282,-728586.031704,-728586.842505,-728585.380540
429,0,0.01,-730181.001438,-730181.001439,0.000000,-1,123134,-730181.055136,-730182.251767,-730183.250719,-730181.846748,-730183.446150,-730181.001438
430,0.0001001004039,0.01076932228,-730564.751230,-730564.759231,0.016002,0,123349,-730564.751230,-730566.340912,-730566.964905,-730566.164856,-730567.115069,-730564.759231
431,0,0.01,-727381.537951,-727381.537951,-0.000000,-1,122613,-727381.582850,-727383.618907,-727384.423325,-727383.399418,-727384.597677,-727381.537951
432,0,0.01,-726439.832055,-726439.832055,0.000000,-1,122476,-726439.835493,-726441.291255,-726441.966680,-726441.075617,-726442.116380,-726439.832055
433,9.97784392e-05,0.03146612744,-729365.619058,-729365.650536,0.062956,0,123012,-729365.619058,-729366.528323,-729366.961692,-729366.438482,-729367.062173,-729365.650536
434,0,0.01,-729374.135998,-729374.135998,-0.000000,-1,123065,-729374.141274,-729375.546517,-729376.189757,-729375.363528,-729376.346187,-729374.135998
435,0.003897087494,0.0503883788,-728268.821349,-728269.596388,1.550079,3,122781,-728269.196202,-728268.891828,-728269.188179,-728268.821349,-728269.256491,-728269.596388
436,0.0001004610707,0.01080006267,-725965.742246,-725965.772228,0.059965,0,122389,-725965.742246,-725966.281978,-725966.781833,-725966.131904,-725966.893209,-725965.772228
437,0.0001002460257,0.01036550533,-728019.225586,-728019.256464,0.061755,0,122750,-728019.225586,-728020.496879,-728021.257231,-728020.196162,-728021.401588,-728019.256464
438,0,0.01,-728237.623853,-728237.623854,0.000000,-1,122789,-728237.628937,-728238.648842,-728239.234225,-728238.490083,-728239.364554,-728237.623853
439,0,0.01,-727565.736183,-727565.736182,-0.000000,-1,122702,-727565.782763,-727567.752812,-727568.559511,-727567.527618,-727568.750027,-727565.736183
440,0.0001213992034,0.03602701864,-728761.079891,-728761.160398,0.161014,0,122832,-728761.079891,-728761.527329,-728761.943161,-728761.429709,-728762.036721,-728761.160398
441,0.002898632537,0.08211767105,-726442.032479,-726442.980941,1.896923,3,122468,-726442.285636,-726442.232474,-726442.851679,-726442.032479,-726442.980155,-726442.980941
442,0.0001070527894,0.01691690519,-727074.936837,-727074.997082,0.120491,0,122589,-727074.936837,-727075.702813,-727076.095873,-727075.609056,-727076.188604,-727074.997082
443,0,0.01,-726759.542418,-726759.542418,0.000000,-1,122513,-726759.557375,-726761.211146,-726761.871696,-726761.012914,-726762.023868,-726759.542418
444,0.0001001188186,0.01037386006,-724552.278851,-724552.295143,0.032583,0,121998,-724552.278851,-724553.671200,-724554.313183,-724553.453366,-724554.456843,-724552.295143
445,0,0.01,-724050.567153,-724050.567153,0.000000,-1,121974,-724050.617786,-724051.501979,-724052.096915,-724051.342310,-724052.230375,-724050.567153
446,0,0.01,-727702.653989,-727702.653989,-0.000000,-1,122671,-727702.687351,-727704.023343,-727704.705176,-727703.822749,-727704.872791,-727702.653989
447,0,0.01,-729439.115685,-729439.115685,0.000000,-1,123090,-729439.131024,-729441.449330,-729442.201761,-729441.253872,-729442.377632,-729439.115685
448,0.002261708258,0.08944100028,-729476.701042,-729476.857267,0.312448,3,123086,-729476.866170,-729477.185904,-729478.222226,-729476.701042,-729478.411181,-729476.857266
449,0.0001004526959,0.01077636457,-725931.013402,-725931.041972,0.057140,0,122360,-725931.013402,-725932.580560,-725933.138925,-725932.432578,-725933.261342,-725931.041972
450,0.0001009275851,0.0107839474,-727805.441636,-727805.498951,0.114630,0,122709,-727805.441636,-727805.620549,-727806.041337,-727805.503804,-727806.136110,-727805.498951
451,0.0001003122889,0.0103773323,-731761.251175,-731761.290708,0.079067,0,123484,-731761.251175,-731762.496798,-731763.042449,-731762.321919,-731763.168046,-731761.290708
452,0,0.01,-730321.263520,-730321.263520,0.000000,-1,123224,-730321.276381,-730323.644688,-730324.372899,-730323.486690,-730324.549004,-730321.263520
453,0,0.01,-729949.495797,-729949.495797,0.000000,-1,123152,-729949.506313,-729951.974597,-729952.869285,-729951.671823,-729953.083687,-729949.495797
454,0,0.01,-732769.233357,-732769.233357,-0.000000,-1,123690,-732769.261868,-732771.091290,-732771.840657,-732770.882947,-732772.007532,-732769.233357
455,0,0.01,-726462.801590,-726462.801590,-0.000000,-1,122439,-726462.846706,-726464.702167,-726465.398434,-726464.515745,-726465.540414,-726462.801590
456,0.0001000953934,0.01037366525,-727801.599272,-727801.612831,0.027118,0,122693,-727801.599272,-727803.808849,-727804.448113,-727803.654792,-727804.605644,-727801.612831
457,0.002767578634,0.08488197176,-730987.252224,-730987.874869,1.245291,3,123418,-730987.855214,-730987.727249,-730988.823753,-730987.252224,-730988.994232,-730987.874869
458,0.003061865915,0.0630671348,-728093.720554,-728094.552146,1.663184,3,122788,-728094.056950,-728093.794099,-728094.126869,-728093.720554,-728094.211397,-728094.552147
459,0,0.01,-730681.792997,-730681.792997,-0.000000,-1,123272,-730681.806034,-730683.556068,-730684.285305,-730683.330262,-730684.447412,-730681.792997
460,0,0.01,-729539.898500,-729539.898500,-0.000000,-1,123061,-729539.916359,-729541.986227,-729542.728241,-729541.778124,-729542.900042,-729539.898500
461,0,0.01,-727238.512229,-727238.512229,-0.000000,-1,122573,-727238.521854,-727239.875272,-727240.499393,-727239.687629,-727240.629706,-727238.512229
462,0.0001013275889,0.01077854882,-727713.150626,-727713.231819,0.162387,0,122745,-727713.150626,-727714.482764,-727714.890412,-727714.409663,-727714.990803,-727713.231819
463,0.0002274791987,0.1369895278,-726482.646809,-726482.939222,0.584828,0,122491,-726482.646809,-726483.130477,-726483.677698,-726482.977316,-726483.797766,-726482.939222
464,0,0.01,-726691.832482,-726691.832482,-0.000000,-1,122538,-726691.884787,-726694.089463,-726694.936909,-726693.855536,-726695.146834,-726691.832482
465,9.998524563e-05,0.01037232452,-725614.970761,-725614.971403,0.001285,0,122301,-725614.970761,-725616.949330,-725617.614399,-725616.752733,-725617.761002,-725614.971403
466,0,0.01,-729331.659757,-729331.659757,0.000000,-1,123041,-729331.694979,-729333.092316,-729333.682148,-729332.938300,-729333.816287,-729331.659757
467,0.0001002802697,0.01079727977,-728893.425075,-728893.444441,0.038732,0,122947,-728893.425075,-728894.737634,-728895.256995,-728894.598528,-728895.378976,-728893.444441
468,0,0.01,-726753.123924,-726753.123924,-0.000000,-1,122483,-726753.132609,-726754.488953,-726755.233594,-726754.254888,-726755.396362,-726753.123924
469,0,0.01,-725702.319758,-725702.319758,0.000000,-1,122306,-725702.363756,-725704.472173,-725705.190879,-725704.295427,-725705.350562,-725702.319758
470,0,0.01,-726695.117914,-726695.117914,-0.000000,-1,122506,-726695.185945,-726697.001039,-726697.765006,-726696.799723,-726697.944805,-726695.117914
471,0.0001003415669,0.01077564199,-729754.428142,-729754.450699,0.045114,0,123136,-729754.428142,-729756.294697,-729756.879092,-729756.155052,-729757.022809,-729754.450699
472,0,0.01,-728432.540701,-728432.540701,0.000000,-1,122861,-728432.629490,-728434.576756,-728435.452184,-728434.306266,-728435.675599,-728432.540701
473,0,0.01,-728721.976949,-728721.976949,-0.000000,-1,122908,-728722.018112,-728724.225043,-728725.068708,-728723.985771,-728725.243559,-728721.976949
474,0,0.01,-728474.008391,-728474.008391,0.000000,-1,122871,-728474.051146,-728475.735347,-728476.390366,-728475.564176,-728476.549653,-728474.008391
475,0,0.01,-728232.567246,-728232.567246,0.000000,-1,122816,-728232.631539,-728234.404058,-728235.114479,-728234.216881,-728235.272662,-728232.567246
476,0,0.01,-727100.188585,-727100.188585,-0.000000,-1,122614,-727100.235333,-727101.890404,-727102.660721,-727101.670956,-727102.831397,-727100.188585
477,0.0001016412018,0.01199509846,-730732.813596,-730732.856526,0.085859,0,123331,-730732.813596,-730733.385313,-730733.868030,-730733.257186,-730733.972346,-730732.856526
478,0.0001001341264,0.01037381727,-729620.188236,-729620.206570,0.036666,0,123133,-729620.188236,-729622.060030,-729622.646531,-729621.900275,-729622.786572,-729620.206570
479,0,0.01,-726687.322616,-726687.322616,-0.000000,-1,122461,-726687.374631,-726689.043167,-726689.893366,-726688.766248,-726690.091830,-726687.322616
480,0,0.01,-725354.075066,-725354.075066,0.000000,-1,122271,-725354.081073,-725355.838315,-725356.470529,-725355.666191,-725356.611030,-725354.075066
481,0.0001000793174,0.01037331189,-726575.648717,-726575.660384,0.023336,0,122475,-726575.648717,-726576.902254,-726577.465949,-726576.741201,-726577.584176,-726575.660385
482,0,0.01,-727497.481661,-727497.481661,-0.000000,-1,122660,-727497.507349,-727499.940767,-727500.841704,-727499.679601,-727501.044100,-727497.481661
483,0,0.01,-727581.750333,-727581.750333,0.000000,-1,122642,-727581.776227,-727583.878413,-727584.606456,-727583.681464,-727584.771027,-727581.750333
484,0,0.01,-727043.055775,-727043.055775,-0.000000,-1,122557,-727043.059262,-727044.414684,-727044.940362,-727044.284839,-727045.056537,-727043.055775
485,0,0.01,-729186.544445,-729186.544445,-0.000000,-1,123025,-729186.584237,-729188.821580,-729189.845784,-729188.473595,-729190.075777,-729186.544445
486,0.0001058016206,0.01608197416,-727127.067360,-727127.122559,0.110398,0,122594,-727127.067360,-727127.524275,-727127.944021,-727127.411269,-727128.032123,-727127.122559
487,0,0.01,-726991.545311,-726991.545311,0.000000,-1,122534,-726991.563466,-726992.746207,-726993.300832,-726992.592118,-726993.432174,-726991.545311
488,0,0.01,-727608.543446,-727608.543446,-0.000000,-1,122658,-727608.608170,-727610.374770,-727611.193348,-727610.125512,-727611.370592,-727608.543446
489,0.0001002470383,0.01079384265,-729042.449749,-729042.466979,0.034460,0,122920,-729042.449749,-729043.429075,-729043.894333,-729043.312899,-729043.994844,-729042.466979
490,0,0.01,-729463.130232,-729463.130232,0.000000,-1,123049,-729463.150484,-729463.328093,-729463.926977,-729463.163223,-729464.060367,-729463.130232
491,0.0001001787473,0.0103596738,-728096.320141,-728096.342801,0.045321,0,122835,-728096.320141,-728098.813115,-728099.522121,-728098.622616,-728099.691308,-728096.342801
492,0,0.01,-728333.202296,-728333.202296,-0.000000,-1,122818,-728333.217794,-728334.293295,-728334.865171,-728334.143306,-728335.007710,-728333.202296
493,0.0001000417031,0.0103697742,-728576.023284,-728576.030545,0.014523,0,122903,-728576.023284,-728577.889755,-728578.561496,-728577.674529,-728578.724692,-728576.030545
494,0.002875039813,0.08417395831,-727711.308600,-727712.386995,2.156790,3,122703,-727712.372801,-727711.562779,-727712.344068,-727711.308600,-727712.498407,-727712.386995
495,0,0.01,-729356.263656,-729356.263656,0.000000,-1,123046,-729356.273323,-729358.414931,-729359.101929,-729358.242894,-729359.264954,-729356.263656
496,0,0.01,-727738.945784,-727738.945784,-0.000000,-1,122676,-727739.066191,-727740.807866,-727741.794337,-727740.556866,-727742.039151,-727738.945784
497,0,0.01,-729708.664609,-729708.664609,0.000000,-1,123121,-729708.691736,-729710.755801,-729711.564635,-729710.506012,-729711.724946,-729708.664609
498,0,0.01,-728752.749769,-728752.749769,0.000000,-1,122915,-728752.781999,-728753.422535,-728753.935758,-728753.284175,-728754.057032,-728752.749769
499,0.0001002321034,0.01036864456,-729424.618786,-729424.648311,0.059050,0,123041,-729424.618786,-729426.431151,-729427.059302,-729426.250289,-729427.201064,-729424.648311
500,0.0001002830018,0.01035939192,-728636.953936,-728636.989104,0.070335,0,122912,-728636.953936,-728639.373083,-728640.062218,-728639.167505,-728640.232399,-728636.989104
501,0.00010071633,0.0107626777,-729437.700313,-729437.744842,0.089058,0,123032,-729437.700313,-729439.172368,-729439.665216,-729439.049210,-729439.776065,-729437.744842
502,0,0.01,-728330.541041,-728330.541041,0.000000,-1,122808,-728330.617272,-728332.757416,-728333.661322,-728332.510481,-728333.893068,-728330.541041
503,0.0001000492365,0.01036483821,-727039.725379,-727039.732980,0.015203,0,122593,-727039.725379,-727041.194767,-727041.976421,-727040.911997,-727042.142264,-727039.732980
504,0,0.01,-730371.858598,-730371.858598,0.000000,-1,123283,-730371.876648,-730373.941094,-730374.652377,-730373.753525,-730374.818549,-730371.858598
505,0.0001001048479,0.01037810878,-728936.546582,-728936.561189,0.029213,0,122918,-728936.546582,-728938.406522,-728939.070998,-728938.213316,-728939.217483,-728936.561189
506,9.998507138e-05,0.01078177774,-728634.068264,-728634.069575,0.002621,0,122856,-728634.068264,-728635.825149,-728636.452746,-728635.666566,-728636.598989,-728634.069575
507,0.000100211569,0.01078436477,-729306.600769,-729306.615986,0.030434,0,123065,-729306.600769,-729306.966748,-729307.573928,-729306.787465,-729307.701578,-729306.615986
508,0,0.01,-727193.135959,-727193.135958,-0.000000,-1,122541,-727193.199820,-727195.136492,-727195.878954,-727194.933850,-727196.069175,-727193.135959
509,0.0003039442475,0.10947124,-729704.266130,-729704.626185,0.720111,0,123095,-729704.266130,-729704.618176,-729704.975041,-729704.545175,-729705.049821,-729704.626185
510,0.0001002379011,0.01037498911,-730996.976798,-730997.007494,0.061393,0,123368,-730996.976798,-730997.593523,-730998.182916,-730997.409857,-730998.306882,-730997.007494
511,0.000100828881,0.01243555011,-727577.048285,-727577.069192,0.041815,0,122612,-727577.048285,-727578.240039,-727578.727148,-727578.120026,-727578.830566,-727577.069192
512,0,0.01,-723687.930044,-723687.930044,-0.000000,-1,121891,-723688.006172,-723689.767981,-723690.627922,-723689.504335,-723690.836714,-723687.930044
513,0,0.01,-728783.377361,-728783.377361,-0.000000,-1,122860,-728783.397379,-728785.308268,-728785.973815,-728785.137039,-728786.125094,-728783.377361
514,0.0001270176466,0.03562224884,-729636.276875,-729636.369009,0.184269,0,123081,-729636.276875,-729636.765426,-729637.168856,-729636.661783,-729637.266863,-729636.369009
515,0.002988270379,0.06932000824,-728175.626563,-728176.258982,1.264838,3,122821,-728176.216225,-728175.812710,-728176.362262,-728175.626563,-728176.475505,-728176.258982
516,0.0001000369283,0.01077025363,-729797.474875,-729797.479095,0.008440,0,123157,-729797.474875,-729798.945916,-729799.542283,-729798.777314,-729799.680107,-729797.479095
517,0.0001011138998,0.01283304626,-731038.947129,-731038.971132,0.048004,0,123379,-731038.947129,-731039.755467,-731040.341855,-731039.580003,-731040.463683,-731038.971132
518,0.0001001320099,0.01075937334,-729078.284866,-729078.294400,0.019068,0,122960,-729078.284866,-729080.453507,-729081.109847,-729080.272780,-729081.262295,-729078.294400
